2330,台積電
2603,長榮
4743,合一
2609,陽明
2317,鴻海
2610,華航
2303,聯電
3481,群創
2409,友達
9103,美德醫療-DR
2337,旺宏
3105,穩懋
2618,長榮航
3037,欣興
2316,楠梓電
2885,元大金
9919,康那香
2368,金像電
2449,京元電子
8046,南電
2376,技嘉
9904,寶成
4142,國光生
4961,天鈺
6547,高端疫苗
3661,世芯-KY
2454,聯發科
2417,圓剛
1402,遠東新
2615,萬海
